mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_module__inducing_points,param_module__num_latents,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2079.771153450012,288.7020861395237,11.178234179814657,0.017229712514199545,"tensor([[0.9020, 0.3333, 0.4667, 0.9582],
        [0.9020, 1.0000, 0.4833, 0.7180],
        [0.8709, 0.5556, 0.5000, 0.6522],
        ...,
        [0.8489, 0.2222, 0.7667, 0.7025],
        [0.9215, 0.4444, 0.6000, 0.4801],
        [0.4528, 0.0000, 0.6167, 0.8600]])",8,"{'module__inducing_points': tensor([[0.9020, 0.3333, 0.4667, 0.9582],
        [0.9020, 1.0000, 0.4833, 0.7180],
        [0.8709, 0.5556, 0.5000, 0.6522],
        ...,
        [0.8489, 0.2222, 0.7667, 0.7025],
        [0.9215, 0.4444, 0.6000, 0.4801],
        [0.4528, 0.0000, 0.6167, 0.8600]]), 'module__num_latents': 8}",-0.0003022556775249541,-0.00033003653516061604,-0.00035915523767471313,-0.00033048248345342773,2.3231288366036418e-05,1
